Player No.,Team,Player_Team_Label,Total_Games_Played,Total_MIN_Played,Avg_PTS_Per_Min,Avg_REB_Per_Min,Avg_AST_Per_Min,Avg_STL_Per_Min,Avg_BLK_Per_Min,Avg_AST_TOV_Ratio,Avg_TS_Percentage,Avg_REB_Percentage,Avg_Efficiency,Avg_WS_Simplified,Avg_VORP_Simplified
0,Black,Player 0 (Black),4,0,0.0,0.0,0.0,0.0,0.0,250.0,127.8409090909091,7.183287988241549,9.75,1.6285711214310286,0.08142855607155143
0,Grey,Player 0 (Grey),2,0,0.0,0.0,0.0,0.0,0.0,0.75,132.57575757575756,5.813953488372093,12.5,1.924506694855532,0.09622533474277661
0,White,Player 0 (White),5,0,0.0,0.0,0.0,0.0,0.0,0.2,22.727272727272727,7.635836385836386,4.8,0.6089080364080365,0.030445401820401823
1,Beige,Player 1 (Beige),5,0,0.0,0.0,0.0,0.0,0.0,0.7285714285714285,142.04545454545456,6.81555913228493,11.6,1.8838583909918427,0.09419291954959215
1,Blue,Player 1 (Blue),5,0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,68.18181818181819,2.2971491228070176,1.6,0.505503389154705,0.025275169457735253
1,Grey,Player 1 (Grey),3,0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,75.75757575757576,0.7575757575757577,9.666666666666666,1.346969696969697,0.06734848484848485
1,White,Player 1 (White),4,0,0.0,0.0,0.0,0.0,0.0,0.25,340.90909090909093,6.757571696596087,10.5,2.7680605979386472,0.13840302989693237
10,Blue,Player 10 (Blue),7,0,0.0,0.0,0.0,0.0,0.0,0.3095238095238095,129.8701298701299,8.289157586391337,6.714285714285714,1.3802146788091465,0.06901073394045733
10,Grey,Player 10 (Grey),3,0,0.0,0.0,0.0,0.0,0.0,0.5,176.76767676767676,7.681465821000704,12.0,2.0992013154803852,0.10496006577401927
10,White,Player 10 (White),6,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,159.40656565656568,9.916033417049677,9.833333333333334,1.8001982284502611,0.09000991142251306
11,Beige,Player 11 (Beige),8,0,0.0,0.0,0.0,0.0,0.0,125.70833333333333,248.73737373737373,4.4353108347007435,19.25,3.1775574903562704,0.15887787451781352
11,White,Player 11 (White),6,0,0.0,0.0,0.0,0.0,0.0,0.375,169.50757575757575,11.290145792178313,12.5,2.120118170372235,0.10600590851861179
111,White,Player 111 (White),2,0,0.0,0.0,0.0,0.0,0.0,0.5,312.5,1.0416666666666665,10.0,2.5645833333333337,0.1282291666666667
12,Black,Player 12 (Black),2,0,0.0,0.0,0.0,0.0,0.0,0.25,78.125,8.411764705882353,10.5,1.4574485294117647,0.07287242647058824
13,Blue,Player 13 (Blue),5,0,0.0,0.0,0.0,0.0,0.0,0.9,371.16702741702744,15.229664446423731,37.4,5.626294465977985,0.2813147232988992
14,Beige,Player 14 (Beige),8,0,0.0,0.0,0.0,0.0,0.0,125.09375,63.920454545454554,5.2405858399863945,4.0,0.7300834444072456,0.036504172220362285
15,Beige,Player 15 (Beige),6,0,0.0,0.0,0.0,0.0,0.0,167.88888888888889,495.2651515151515,12.898786065598445,22.5,4.752123329706955,0.23760616648534774
15,Black,Player 15 (Black),5,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,5.515272826302239,2.2,0.2310305456526045,0.011551527282630225
15,Grey,Player 15 (Grey),2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1627906976744187,-0.5,0.05232558139534884,0.0026162790697674423
15,White,Player 15 (White),6,0,0.0,0.0,0.0,0.0,0.0,166.84722222222223,101.46103896103897,4.905761206574215,6.166666666666667,1.136434899036525,0.05682174495182626
16,Black,Player 16 (Black),3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7026515151515156,0.6666666666666666,0.1040719696969697,0.005203598484848485
16,Blue,Player 16 (Blue),6,0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,142.04545454545453,7.330141486419129,5.666666666666667,1.2915542223667777,0.06457771111833889
17,Blue,Player 17 (Blue),2,0,0.0,0.0,0.0,0.0,0.0,499.5,0.0,3.061224489795918,2.5,0.3061224489795919,0.015306122448979595
18,Beige,Player 18 (Beige),7,0,0.0,0.0,0.0,0.0,0.0,2.9285714285714284,129.87012987012986,8.483961772244504,15.428571428571429,2.2091757157522816,0.11045878578761406
2,Beige,Player 2 (Beige),6,0,0.0,0.0,0.0,0.0,0.0,333.1666666666667,0.0,1.3658859129390297,1.6666666666666667,0.16939843849254474,0.00846992192462724
2,White,Player 2 (White),2,0,0.0,0.0,0.0,0.0,0.0,0.5,170.45454545454544,1.7857142857142856,4.5,1.3058441558441558,0.0652922077922078
20,Blue,Player 20 (Blue),7,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,97.40259740259741,8.766642419761986,8.142857142857142,1.3188319861382252,0.06594159930691126
21,Beige,Player 21 (Beige),6,0,0.0,0.0,0.0,0.0,0.0,167.95833333333334,151.5151515151515,8.28403997257818,19.5,2.724143837520914,0.1362071918760457
21,Grey,Player 21 (Grey),3,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,75.75757575757576,4.193093727977449,5.333333333333333,0.920507399577167,0.04602536997885836
22,Beige,Player 22 (Beige),8,0,0.0,0.0,0.0,0.0,0.0,126.47916666666667,103.49025974025973,5.600415328621463,8.75,1.4036521293585416,0.07018260646792708
25,Black,Player 25 (Black),6,0,0.0,0.0,0.0,0.0,0.0,0.20555555555555557,934.2532467532468,19.105094091065453,25.833333333333332,7.292809755281698,0.3646404877640849
28,Black,Player 28 (Black),3,0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,195.70707070707067,11.101555631999389,15.0,2.5007384647993525,0.12503692323996762
3,Black,Player 3 (Black),6,0,0.0,0.0,0.0,0.0,0.0,166.66666666666666,9.46969696969697,6.143095471397845,2.8333333333333335,0.3429680091246139,0.017148400456230697
3,White,Player 3 (White),2,0,0.0,0.0,0.0,0.0,0.0,0.75,411.93181818181813,12.195121951219512,15.5,3.6340493348115297,0.1817024667405765
30,Blue,Player 30 (Blue),6,0,0.0,0.0,0.0,0.0,0.0,0.25,132.5757575757576,14.172912019929647,10.0,1.6912246119186474,0.08456123059593236
31,Blue,Player 31 (Blue),3,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.5716374269005844,0.0,0.06980994152046784,0.0034904970760233915
4,Black,Player 4 (Black),6,0,0.0,0.0,0.0,0.0,0.0,167.52777777777777,293.56060606060606,7.099389035695796,12.0,2.6820018083744217,0.1341000904187211
4,Blue,Player 4 (Blue),6,0,0.0,0.0,0.0,0.0,0.0,166.67222222222222,165.71969696969697,3.919659969250858,4.0,1.2531044714536532,0.06265522357268266
4,Grey,Player 4 (Grey),1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1627906976744187,1.0,0.10232558139534884,0.005116279069767442
45,Grey,Player 45 (Grey),2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55813953488372,12.5,1.2651162790697674,0.06325581395348838
6,Grey,Player 6 (Grey),3,0,0.0,0.0,0.0,0.0,0.0,0.27777777777777773,113.63636363636364,3.8231148696264974,7.666666666666667,1.342494714587738,0.0671247357293869
7,Black,Player 7 (Black),6,0,0.0,0.0,0.0,0.0,0.0,166.98611111111111,700.9488827670644,13.946840046491749,20.666666666666668,5.599304760594973,0.27996523802974865
8,Grey,Player 8 (Grey),2,0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,700.7575757575758,2.272727272727273,17.0,5.208333333333333,0.2604166666666667
8,White,Player 8 (White),6,0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,146.78030303030303,3.063381213787718,4.833333333333333,1.223361610912424,0.0611680805456212
9,White,Player 9 (White),4,0,0.0,0.0,0.0,0.0,0.0,0.375,170.45454545454544,7.96776196928636,9.5,1.8182082512113,0.09091041256056501
